x,y
0.6664528924696274,0.7304365870906522
0.6011195939291176,0.4913748878748345
0.0,0.05436952982830931
0.6113794434452755,0.5663287593159766
0.9118286704173044,0.9155131498873335
0.9256386943287319,0.9087547055287828
0.1874895833308711,0.2100547883397334
0.33031967631237324,0.3121694843708562
0.03463497030047874,0.20676072119511676
0.6968462327622684,0.6762187332189968
0.06447561234989392,0.1617482452392826
0.22165921978534278,0.1712086059307697
0.14490839964080823,0.28621726522541757
0.09687943925609407,0.07427207408602922
0.7991420045527494,0.895390607468755
0.6187975151992005,0.6055112578060633
0.38233780897805414,0.4393653323442005
0.8953245090528897,0.9283167587622276
0.08100693448067736,0.04155608100655512
0.9144066341885116,0.9120139855879441
0.21964594508401566,0.07886503413944894
0.7836102732123509,0.865457840444406
0.5500798732670179,0.5663598954317361
0.5321015095501985,0.650078407032803
0.9148914805134835,0.9333170832481021
0.1915492210071286,0.2805345783524462
0.5131448929068413,0.5496641955188222
0.7304623866593131,0.6198313200787602
0.4290249904016572,0.4156466734718053
0.8069394039143463,0.9093041633302239
0.5196532201379018,0.6069044432325663
0.5027870234235083,0.5168688097319281
0.14585008796191887,0.38825665757336375
0.46567835637925625,0.45123832864026253
0.7357387909963035,0.6674848443329737
0.39221860532764,0.4344270719753271
0.4739592630393071,0.3083114053583591
0.4987400857537054,0.49258933158121304
0.5239329987254416,0.6372971135059933
0.9940972487915352,0.8626037545274199
0.7998707732798825,0.869365842035462
0.2203996462843734,0.20850738049042397
0.15141059332464568,0.25672376631972155
0.37846587849412283,0.39554017125569485
0.9458742280605675,0.9086888071902621
0.46073612643660544,0.5055820470121051
0.9649119490619048,0.8417324419902221
0.26705717264539025,0.3374232087639524
0.3862888346222899,0.4512017310990515
0.09600309361192573,0.12492775154215785
0.07299182076063179,0.1886788923215565
0.7066514653316142,0.6099788892634297
0.010880990320889102,0.1066461834402363
0.7818993172351885,0.828971803064485
0.33479414568344346,0.34379756410670004
0.08057143036108301,0.05083516429696493
0.24836321313906431,0.3338698879536381
0.9906289738381177,0.8814846437861832
0.7642440880150815,0.767508514015588
0.22734177213932896,0.18736331522753408
0.8986831390875449,0.9068181479319384
0.23381005512318806,0.2595007259579776
0.6792859830961511,0.7664886211715598
0.5454880917062529,0.5884450822375379
0.4517232748125294,0.44060229295625847
0.0825508939553763,0.04572568071990526
0.8819997491490724,0.8791559486561773
0.35767032054312614,0.3124257232264559
0.9307817563902342,0.96483176602294
0.7538328106149355,0.7372891434911091
0.9313390330176531,0.8154369083868469
0.4949555726337514,0.46346810248618914
0.3455898778541063,0.273426056220738
0.0856113599032068,0.10176202620910753
0.7379087136393744,0.7338264329225415
0.6659099886767177,0.6970377256100992
0.7174549311598923,0.628825620862794
0.49017086994617354,0.5572125197242372
0.7012932063135031,0.7142958713758176
0.23756840006034755,0.23047301669039363
0.563059410192862,0.47892565178228
0.9515225333303271,0.922334138971241
0.6931469036597919,0.6874499175903828
0.873719371656704,0.8306421563969819
0.4309788933701079,0.515328078920528
0.7207381766987014,0.5950285175596541
0.20715945939155278,0.269423936440596
0.8233381939039788,0.7932279873536001
0.902156629871644,1.0
0.43455917113809844,0.6064511809709536
0.09954997889942971,0.0
0.061827175649327416,0.16595992977591045
0.677876378865619,0.7174552540996508
0.8614534949275187,0.7067629680340115
0.7581651007213361,0.7136830111084966
0.8235360851873845,0.8205854746442387
0.7146101401316004,0.6304752972927918
0.5203671403192606,0.5971990534088396
0.6451013256015473,0.7919986833755319
0.9514944725045176,0.8821265101272298
0.797803954409247,0.9634649216619529
0.19013009413361526,0.2766388705858578
0.9759316852729181,0.7789128731251096
0.5328949351381691,0.6368676051785889
0.25810018137584145,0.31644954032064365
0.2124526078014693,0.1943531942705089
0.9852986360714913,0.8782050545729807
0.7455215589632658,0.7355655899563662
0.7445987927052665,0.7996254359367734
0.11407625370032516,0.16779285603987162
0.1590770102080101,0.34981255585479143
0.30953695602106257,0.4073284168614608
0.5515433277715363,0.6524619841573278
0.9054133088941286,0.9570580806760374
0.6663611717032883,0.7234005749981454
0.07886764120626054,0.1855210054449338
0.3062946372066903,0.428481177460523
0.6788938478860573,0.7179582389907984
0.607778263088677,0.5785028714808638
0.3418960021482121,0.22713704557866843
0.7534127453351328,0.7225714821819764
0.2985931270538358,0.41515967235627865
0.6822557363966171,0.6831302791891343
0.9073610079373533,0.8896830773296704
0.379161384908503,0.4857196797145675
0.5676634964154049,0.5620409826989634
0.8237768689629382,0.7096962559058622
0.9568645197083724,0.9064075457160026
0.1408503016322076,0.22914412001959697
0.0348400595952759,0.1613286940267312
0.3856984990577677,0.5062830269660142
0.7689596623681548,0.797461437226797
0.5351260512570867,0.574359442226079
0.5945021107508166,0.5435092431450702
0.797058862787331,0.70830788309894
0.454699047112702,0.4599594538001374
0.8726861862741114,0.7970039655858674
0.6267240955874658,0.6010482681261775
0.1547524366154135,0.2640511424056201
0.14957103704480879,0.27613175341031393
0.983923602880565,0.9345392150131269
0.9359525965319662,0.87754703767981
0.15912705362753962,0.18507469138860433
0.12019280052143885,0.21485603428897143
0.17400713816186975,0.3607336725302242
0.40480341204818254,0.4741022436649888
0.7520112138875139,0.7571686509050504
0.7612649247202171,0.7172798613435851
0.9619183419519682,0.9050393447849212
0.3133875322369046,0.3168472992892396
0.07406224631632594,0.040990125467469524
0.298256482996252,0.36562795465721326
0.9999999999999999,0.2586026135787165
0.8374563129516468,0.7741932411418837
0.23134901811720388,0.208625064040397
0.8019739930100616,0.8183209130417624
0.040395597874455,0.21683386136687938
0.5012832450769453,0.5791175610852083
0.10797821411236777,0.10239485314463014
0.35218054641769864,0.3351097291189965
0.5275813819715748,0.5592140664361029
